drugbank_id,drug_name,food_interaction_text,protein_type,protein_name,gene_name,actions
DB09061,Cannabidiol,Avoid excessive or chronic alcohol consumption. Ingesting alcohol may increase the risk of sedation.,enzyme,Fatty-acid amide hydrolase 1,FAAH,inhibitor
DB09061,Cannabidiol,Avoid excessive or chronic alcohol consumption. Ingesting alcohol may increase the risk of sedation.,enzyme,Polyunsaturated fatty acid 5-lipoxygenase,ALOX5,inhibitor
DB09061,Cannabidiol,Avoid excessive or chronic alcohol consumption. Ingesting alcohol may increase the risk of sedation.,enzyme,Polyunsaturated fatty acid lipoxygenase ALOX15,ALOX15,inhibitor
DB09061,Cannabidiol,Avoid excessive or chronic alcohol consumption. Ingesting alcohol may increase the risk of sedation.,enzyme,Quinone oxidoreductase,CRYZ,
DB09061,Cannabidiol,Avoid excessive or chronic alcohol consumption. Ingesting alcohol may increase the risk of sedation.,target,Cannabinoid receptor 1,CNR1,"antagonist, modulator"
DB09061,Cannabidiol,Avoid excessive or chronic alcohol consumption. Ingesting alcohol may increase the risk of sedation.,target,Cannabinoid receptor 2,CNR2,"antagonist, inverse agonist"
DB09061,Cannabidiol,Avoid excessive or chronic alcohol consumption. Ingesting alcohol may increase the risk of sedation.,target,G-protein coupled receptor 12,GPR12,inverse agonist
DB09061,Cannabidiol,Avoid excessive or chronic alcohol consumption. Ingesting alcohol may increase the risk of sedation.,target,Glycine receptor subunit alpha-1,GLRA1,allosteric modulator
DB09061,Cannabidiol,Avoid excessive or chronic alcohol consumption. Ingesting alcohol may increase the risk of sedation.,target,Glycine receptor subunit alpha-3,GLRA3,potentiator
DB09061,Cannabidiol,Avoid excessive or chronic alcohol consumption. Ingesting alcohol may increase the risk of sedation.,target,N-arachidonyl glycine receptor,GPR18,partial agonist
DB09061,Cannabidiol,Avoid excessive or chronic alcohol consumption. Ingesting alcohol may increase the risk of sedation.,target,G-protein coupled receptor 55,GPR55,antagonist
DB09061,Cannabidiol,Avoid excessive or chronic alcohol consumption. Ingesting alcohol may increase the risk of sedation.,target,5-hydroxytryptamine receptor 1A,HTR1A,agonist
DB09061,Cannabidiol,Avoid excessive or chronic alcohol consumption. Ingesting alcohol may increase the risk of sedation.,target,5-hydroxytryptamine receptor 2A,HTR2A,agonist
DB09061,Cannabidiol,Avoid excessive or chronic alcohol consumption. Ingesting alcohol may increase the risk of sedation.,target,Neuronal acetylcholine receptor subunit alpha-7,CHRNA7,positive allosteric modulator
DB09061,Cannabidiol,Avoid excessive or chronic alcohol consumption. Ingesting alcohol may increase the risk of sedation.,target,Delta-type opioid receptor,OPRD1,allosteric modulator
DB09061,Cannabidiol,Avoid excessive or chronic alcohol consumption. Ingesting alcohol may increase the risk of sedation.,target,Mu-type opioid receptor,OPRM1,allosteric modulator
DB09061,Cannabidiol,Avoid excessive or chronic alcohol consumption. Ingesting alcohol may increase the risk of sedation.,target,Peroxisome proliferator-activated receptor gamma,PPARG,activator
DB09061,Cannabidiol,Avoid excessive or chronic alcohol consumption. Ingesting alcohol may increase the risk of sedation.,target,Transient receptor potential cation channel subfamily V member 1,TRPV1,activator
DB09061,Cannabidiol,Avoid excessive or chronic alcohol consumption. Ingesting alcohol may increase the risk of sedation.,target,Voltage-dependent T-type calcium channel subunit alpha-1G,CACNA1G,inhibitor
DB09061,Cannabidiol,Avoid excessive or chronic alcohol consumption. Ingesting alcohol may increase the risk of sedation.,target,Voltage-dependent T-type calcium channel subunit alpha-1H,CACNA1H,inhibitor
DB09061,Cannabidiol,Avoid excessive or chronic alcohol consumption. Ingesting alcohol may increase the risk of sedation.,target,Voltage-dependent T-type calcium channel subunit alpha-1I,CACNA1I,inhibitor
DB09061,Cannabidiol,Avoid excessive or chronic alcohol consumption. Ingesting alcohol may increase the risk of sedation.,target,Transient receptor potential cation channel subfamily A member 1,TRPA1,agonist
DB09061,Cannabidiol,Avoid excessive or chronic alcohol consumption. Ingesting alcohol may increase the risk of sedation.,target,Transient receptor potential cation channel subfamily M member 8,TRPM8,agonist
DB09061,Cannabidiol,Avoid excessive or chronic alcohol consumption. Ingesting alcohol may increase the risk of sedation.,target,Transient receptor potential cation channel subfamily V member 2,TRPV2,activator
DB09061,Cannabidiol,Avoid excessive or chronic alcohol consumption. Ingesting alcohol may increase the risk of sedation.,target,Transient receptor potential cation channel subfamily V member 3,TRPV3,activator
DB09061,Cannabidiol,Avoid excessive or chronic alcohol consumption. Ingesting alcohol may increase the risk of sedation.,target,Transient receptor potential cation channel subfamily V member 4,TRPV4,activator
DB09061,Cannabidiol,Avoid excessive or chronic alcohol consumption. Ingesting alcohol may increase the risk of sedation.,target,Non-selective voltage-gated ion channel VDAC1,VDAC1,inhibitor
DB09061,Cannabidiol,Avoid excessive or chronic alcohol consumption. Ingesting alcohol may increase the risk of sedation.,target,5-hydroxytryptamine receptor 3A,HTR3A,antagonist
DB09061,Cannabidiol,Avoid excessive or chronic alcohol consumption. Ingesting alcohol may increase the risk of sedation.,target,Adenosine receptor A1,ADORA1,activator
DB09061,Cannabidiol,Avoid excessive or chronic alcohol consumption. Ingesting alcohol may increase the risk of sedation.,target,Prostaglandin G/H synthase 1,PTGS1,inhibitor
DB09061,Cannabidiol,Avoid excessive or chronic alcohol consumption. Ingesting alcohol may increase the risk of sedation.,target,Prostaglandin G/H synthase 2,PTGS2,inhibitor
DB09061,Cannabidiol,Avoid excessive or chronic alcohol consumption. Ingesting alcohol may increase the risk of sedation.,target,"Acetyl-CoA acetyltransferase, mitochondrial",ACAT1,inhibitor
DB09061,Cannabidiol,Avoid excessive or chronic alcohol consumption. Ingesting alcohol may increase the risk of sedation.,target,"Steroid 17-alpha-hydroxylase/17,20 lyase",CYP17A1,inhibitor
DB09061,Cannabidiol,Avoid excessive or chronic alcohol consumption. Ingesting alcohol may increase the risk of sedation.,target,3-hydroxy-3-methylglutaryl-coenzyme A reductase,HMGCR,stimulator
DB09061,Cannabidiol,Avoid excessive or chronic alcohol consumption. Ingesting alcohol may increase the risk of sedation.,target,"Glutathione reductase, mitochondrial",GSR,stimulator
DB09061,Cannabidiol,Avoid excessive or chronic alcohol consumption. Ingesting alcohol may increase the risk of sedation.,target,Glutathione peroxidase 1,GPX1,stimulator
DB09061,Cannabidiol,Avoid excessive or chronic alcohol consumption. Ingesting alcohol may increase the risk of sedation.,target,"Indoleamine 2,3-dioxygenase 1",IDO1,inhibitor
DB09061,Cannabidiol,Avoid excessive or chronic alcohol consumption. Ingesting alcohol may increase the risk of sedation.,target,NAD(P)H dehydrogenase [quinone] 1,NQO1,inhibitor
DB09061,Cannabidiol,Avoid excessive or chronic alcohol consumption. Ingesting alcohol may increase the risk of sedation.,target,Catalase,CAT,inhibitor
DB09061,Cannabidiol,Avoid excessive or chronic alcohol consumption. Ingesting alcohol may increase the risk of sedation.,target,Superoxide dismutase [Cu-Zn],SOD1,inhibitor
DB09061,Cannabidiol,Avoid excessive or chronic alcohol consumption. Ingesting alcohol may increase the risk of sedation.,target,Serotonin N-acetyltransferase,AANAT,inhibitor
DB09061,Cannabidiol,Avoid excessive or chronic alcohol consumption. Ingesting alcohol may increase the risk of sedation.,target,N-acylethanolamine-hydrolyzing acid amidase,NAAA,inhibitor
DB09061,Cannabidiol,Avoid excessive or chronic alcohol consumption. Ingesting alcohol may increase the risk of sedation.,transporter,Multidrug resistance-associated protein 1,ABCC1,inhibitor
DB09061,Cannabidiol,Avoid excessive or chronic alcohol consumption. Ingesting alcohol may increase the risk of sedation.,transporter,Broad substrate specificity ATP-binding cassette transporter ABCG2,ABCG2,inhibitor
DB09061,Cannabidiol,Avoid excessive or chronic alcohol consumption. Ingesting alcohol may increase the risk of sedation.,transporter,Equilibrative nucleoside transporter 1,SLC29A1,inhibitor
DB09061,Cannabidiol,Avoid excessive or chronic alcohol consumption. Ingesting alcohol may increase the risk of sedation.,transporter,ATP-dependent translocase ABCB1,ABCB1,inhibitor
DB09063,Ceritinib,"Avoid grapefruit products. Grapefruit inhibits the CYP3A metabolism of ceritinib, which may increase its serum concentration.",enzyme,Cytochrome P450 2C9,CYP2C9,inhibitor
DB09063,Ceritinib,"Avoid grapefruit products. Grapefruit inhibits the CYP3A metabolism of ceritinib, which may increase its serum concentration.",enzyme,Cytochrome P450 3A4,CYP3A4,"substrate, inhibitor"
DB09063,Ceritinib,"Avoid grapefruit products. Grapefruit inhibits the CYP3A metabolism of ceritinib, which may increase its serum concentration.",target,ALK tyrosine kinase receptor,ALK,antagonist
DB09063,Ceritinib,"Avoid grapefruit products. Grapefruit inhibits the CYP3A metabolism of ceritinib, which may increase its serum concentration.",transporter,ATP-dependent translocase ABCB1,ABCB1,substrate
DB09065,Cobicistat,Avoid St. John's Wort. St. John's Wort is contraindicated as it induces the CYP3A metabolism of cobicistat and may reduce its serum concentration.,enzyme,Cytochrome P450 3A5,CYP3A5,substrate
DB09065,Cobicistat,Avoid St. John's Wort. St. John's Wort is contraindicated as it induces the CYP3A metabolism of cobicistat and may reduce its serum concentration.,enzyme,Cytochrome P450 3A7,CYP3A7,substrate
DB09065,Cobicistat,Avoid St. John's Wort. St. John's Wort is contraindicated as it induces the CYP3A metabolism of cobicistat and may reduce its serum concentration.,enzyme,Cytochrome P450 2D6,CYP2D6,"substrate, inhibitor"
DB09065,Cobicistat,Avoid St. John's Wort. St. John's Wort is contraindicated as it induces the CYP3A metabolism of cobicistat and may reduce its serum concentration.,enzyme,Cytochrome P450 3A4,CYP3A4,substrate
DB09065,Cobicistat,Avoid St. John's Wort. St. John's Wort is contraindicated as it induces the CYP3A metabolism of cobicistat and may reduce its serum concentration.,target,Cytochrome P450 3A4,CYP3A4,inhibitor
DB09065,Cobicistat,Avoid St. John's Wort. St. John's Wort is contraindicated as it induces the CYP3A metabolism of cobicistat and may reduce its serum concentration.,target,Cytochrome P450 3A5,CYP3A5,inhibitor
DB09065,Cobicistat,Avoid St. John's Wort. St. John's Wort is contraindicated as it induces the CYP3A metabolism of cobicistat and may reduce its serum concentration.,target,Cytochrome P450 3A7,CYP3A7,inhibitor
DB09065,Cobicistat,Avoid St. John's Wort. St. John's Wort is contraindicated as it induces the CYP3A metabolism of cobicistat and may reduce its serum concentration.,transporter,ATP-dependent translocase ABCB1,ABCB1,inhibitor
DB09065,Cobicistat,Avoid St. John's Wort. St. John's Wort is contraindicated as it induces the CYP3A metabolism of cobicistat and may reduce its serum concentration.,transporter,Broad substrate specificity ATP-binding cassette transporter ABCG2,ABCG2,inhibitor
DB09065,Cobicistat,Avoid St. John's Wort. St. John's Wort is contraindicated as it induces the CYP3A metabolism of cobicistat and may reduce its serum concentration.,transporter,Solute carrier organic anion transporter family member 1B1,SLCO1B1,inhibitor
DB09065,Cobicistat,Avoid St. John's Wort. St. John's Wort is contraindicated as it induces the CYP3A metabolism of cobicistat and may reduce its serum concentration.,transporter,Solute carrier organic anion transporter family member 1B3,SLCO1B3,inhibitor
DB09068,Vortioxetine,Avoid alcohol.,enzyme,Cytochrome P450 2D6,CYP2D6,substrate
DB09068,Vortioxetine,Avoid alcohol.,enzyme,Cytochrome P450 3A4,CYP3A4,substrate
DB09068,Vortioxetine,Avoid alcohol.,enzyme,Cytochrome P450 3A5,CYP3A5,substrate
DB09068,Vortioxetine,Avoid alcohol.,enzyme,Cytochrome P450 2C19,CYP2C19,substrate
DB09068,Vortioxetine,Avoid alcohol.,enzyme,Cytochrome P450 2C9,CYP2C9,substrate
DB09068,Vortioxetine,Avoid alcohol.,enzyme,Cytochrome P450 2A6,CYP2A6,substrate
DB09068,Vortioxetine,Avoid alcohol.,enzyme,Cytochrome P450 2C8,CYP2C8,substrate
DB09068,Vortioxetine,Avoid alcohol.,enzyme,Cytochrome P450 2B6,CYP2B6,substrate
DB09068,Vortioxetine,Avoid alcohol.,target,Sodium-dependent serotonin transporter,SLC6A4,inhibitor
DB09068,Vortioxetine,Avoid alcohol.,target,5-hydroxytryptamine receptor 3A,HTR3A,antagonist
DB09068,Vortioxetine,Avoid alcohol.,target,5-hydroxytryptamine receptor 7,HTR7,antagonist
DB09068,Vortioxetine,Avoid alcohol.,target,5-hydroxytryptamine receptor 1B,HTR1B,partial agonist
DB09068,Vortioxetine,Avoid alcohol.,target,5-hydroxytryptamine receptor 1A,HTR1A,agonist
DB09068,Vortioxetine,Avoid alcohol.,target,Beta-1 adrenergic receptor,ADRB1,ligand
DB09068,Vortioxetine,Avoid alcohol.,target,Sodium-dependent noradrenaline transporter,SLC6A2,blocker
DB09069,Trimetazidine,Take with food. Take during a meal.,target,"3-ketoacyl-CoA thiolase, mitochondrial",ACAA2,inhibitor
DB09069,Trimetazidine,Take with food. Take during a meal.,carrier,Albumin,ALB,binder
DB09070,Tibolone,"Avoid St. John's Wort. St. John's Wort induces CYP3A4, increasing the metabolism of estrogens and progesterone and therefore reducing the efficacy of tibolone.",enzyme,Steryl-sulfatase,STS,inhibitor
DB09070,Tibolone,"Avoid St. John's Wort. St. John's Wort induces CYP3A4, increasing the metabolism of estrogens and progesterone and therefore reducing the efficacy of tibolone.",enzyme,3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 1,HSD3B1,substrate
DB09070,Tibolone,"Avoid St. John's Wort. St. John's Wort induces CYP3A4, increasing the metabolism of estrogens and progesterone and therefore reducing the efficacy of tibolone.",enzyme,3 beta-hydroxysteroid dehydrogenase/Delta 5-->4-isomerase type 2,HSD3B2,substrate
DB09070,Tibolone,"Avoid St. John's Wort. St. John's Wort induces CYP3A4, increasing the metabolism of estrogens and progesterone and therefore reducing the efficacy of tibolone.",enzyme,Sulfotransferase 1A1,SULT1A1,substrate
DB09070,Tibolone,"Avoid St. John's Wort. St. John's Wort induces CYP3A4, increasing the metabolism of estrogens and progesterone and therefore reducing the efficacy of tibolone.",target,Estrogen receptor,ESR1,"antagonist, agonist"
DB09070,Tibolone,"Avoid St. John's Wort. St. John's Wort induces CYP3A4, increasing the metabolism of estrogens and progesterone and therefore reducing the efficacy of tibolone.",carrier,Albumin,ALB,binder
DB09071,Tasimelteon,"Avoid grapefruit products. Grapefruit inhibits the CYP3A4 metabolism of tasimelteon, which may increase its serum concentration. Alternatively, the dose of tasimelteon may need to be modified.",enzyme,Cytochrome P450 3A4,CYP3A4,substrate
DB09071,Tasimelteon,"Avoid grapefruit products. Grapefruit inhibits the CYP3A4 metabolism of tasimelteon, which may increase its serum concentration. Alternatively, the dose of tasimelteon may need to be modified.",enzyme,Cytochrome P450 1A2,CYP1A2,substrate
DB09071,Tasimelteon,"Avoid grapefruit products. Grapefruit inhibits the CYP3A4 metabolism of tasimelteon, which may increase its serum concentration. Alternatively, the dose of tasimelteon may need to be modified.",target,Melatonin receptor type 1A,MTNR1A,agonist
DB09071,Tasimelteon,"Avoid grapefruit products. Grapefruit inhibits the CYP3A4 metabolism of tasimelteon, which may increase its serum concentration. Alternatively, the dose of tasimelteon may need to be modified.",target,Melatonin receptor type 1B,MTNR1B,agonist
DB09072,Sodium oxybate,"Avoid alcohol. Alcohol can potentiate central nervous system (CNS) depression (respiratory depression, hypotension, profound sedation, syncope, and death) caused by sodium oxybate.",enzyme,"Succinate-semialdehyde dehydrogenase, mitochondrial",ALDH5A1,substrate
DB09072,Sodium oxybate,"Avoid alcohol. Alcohol can potentiate central nervous system (CNS) depression (respiratory depression, hypotension, profound sedation, syncope, and death) caused by sodium oxybate.",enzyme,"Hydroxyacid-oxoacid transhydrogenase, mitochondrial",ADHFE1,substrate
DB09072,Sodium oxybate,"Avoid alcohol. Alcohol can potentiate central nervous system (CNS) depression (respiratory depression, hypotension, profound sedation, syncope, and death) caused by sodium oxybate.",enzyme,"NAD(P) transhydrogenase, mitochondrial",NNT,substrate
DB09072,Sodium oxybate,"Avoid alcohol. Alcohol can potentiate central nervous system (CNS) depression (respiratory depression, hypotension, profound sedation, syncope, and death) caused by sodium oxybate.",target,Gamma-aminobutyric acid type B receptor subunit 1,GABBR1,agonist
DB09072,Sodium oxybate,"Avoid alcohol. Alcohol can potentiate central nervous system (CNS) depression (respiratory depression, hypotension, profound sedation, syncope, and death) caused by sodium oxybate.",target,"Solute carrier family 52, riboflavin transporter, member 2",SLC52A2,agonist
DB09073,Palbociclib,"Avoid grapefruit products. Grapefruit inhibits the CYP3A metabolism of palbociclib, which may increase its serum concentration.",enzyme,Cytochrome P450 3A4,CYP3A4,"substrate, inhibitor"
DB09073,Palbociclib,"Avoid grapefruit products. Grapefruit inhibits the CYP3A metabolism of palbociclib, which may increase its serum concentration.",enzyme,Sulfotransferase 2A1,SULT2A1,substrate
DB09073,Palbociclib,"Avoid grapefruit products. Grapefruit inhibits the CYP3A metabolism of palbociclib, which may increase its serum concentration.",target,Cyclin-dependent kinase 4,CDK4,inhibitor
DB09073,Palbociclib,"Avoid grapefruit products. Grapefruit inhibits the CYP3A metabolism of palbociclib, which may increase its serum concentration.",target,Cyclin-dependent kinase 6,CDK6,inhibitor
DB09073,Palbociclib,"Avoid grapefruit products. Grapefruit inhibits the CYP3A metabolism of palbociclib, which may increase its serum concentration.",transporter,ATP-dependent translocase ABCB1,ABCB1,"substrate, inhibitor"
DB09073,Palbociclib,"Avoid grapefruit products. Grapefruit inhibits the CYP3A metabolism of palbociclib, which may increase its serum concentration.",transporter,Broad substrate specificity ATP-binding cassette transporter ABCG2,ABCG2,"substrate, inhibitor"
DB09073,Palbociclib,"Avoid grapefruit products. Grapefruit inhibits the CYP3A metabolism of palbociclib, which may increase its serum concentration.",transporter,Solute carrier family 22 member 1,SLC22A1,inhibitor
DB09073,Palbociclib,"Avoid grapefruit products. Grapefruit inhibits the CYP3A metabolism of palbociclib, which may increase its serum concentration.",carrier,Albumin,ALB,binder
DB09074,Olaparib,"Avoid grapefruit products. Grapefruit inhibits the CYP3A metabolism of olaparib, which may increase its serum concentration.",enzyme,Cytochrome P450 3A4,CYP3A4,"substrate, inhibitor"
DB09074,Olaparib,"Avoid grapefruit products. Grapefruit inhibits the CYP3A metabolism of olaparib, which may increase its serum concentration.",enzyme,Cytochrome P450 3A5,CYP3A5,"substrate, inhibitor"
DB09074,Olaparib,"Avoid grapefruit products. Grapefruit inhibits the CYP3A metabolism of olaparib, which may increase its serum concentration.",enzyme,Cytochrome P450 2B6,CYP2B6,inducer
DB09074,Olaparib,"Avoid grapefruit products. Grapefruit inhibits the CYP3A metabolism of olaparib, which may increase its serum concentration.",enzyme,UDP-glucuronosyltransferase 1A1,UGT1A1,inhibitor
DB09074,Olaparib,"Avoid grapefruit products. Grapefruit inhibits the CYP3A metabolism of olaparib, which may increase its serum concentration.",target,Poly [ADP-ribose] polymerase 1,PARP1,inhibitor
DB09074,Olaparib,"Avoid grapefruit products. Grapefruit inhibits the CYP3A metabolism of olaparib, which may increase its serum concentration.",target,Poly [ADP-ribose] polymerase 2,PARP2,inhibitor
DB09074,Olaparib,"Avoid grapefruit products. Grapefruit inhibits the CYP3A metabolism of olaparib, which may increase its serum concentration.",target,Protein mono-ADP-ribosyltransferase PARP3,PARP3,inhibitor
DB09074,Olaparib,"Avoid grapefruit products. Grapefruit inhibits the CYP3A metabolism of olaparib, which may increase its serum concentration.",target,Aldo-keto reductase family 1 member C3,AKR1C3,inhibitor
DB09074,Olaparib,"Avoid grapefruit products. Grapefruit inhibits the CYP3A metabolism of olaparib, which may increase its serum concentration.",transporter,ATP-dependent translocase ABCB1,ABCB1,"substrate, inhibitor"
DB09074,Olaparib,"Avoid grapefruit products. Grapefruit inhibits the CYP3A metabolism of olaparib, which may increase its serum concentration.",transporter,Broad substrate specificity ATP-binding cassette transporter ABCG2,ABCG2,inhibitor
DB09074,Olaparib,"Avoid grapefruit products. Grapefruit inhibits the CYP3A metabolism of olaparib, which may increase its serum concentration.",carrier,Albumin,ALB,binder
DB09074,Olaparib,"Avoid grapefruit products. Grapefruit inhibits the CYP3A metabolism of olaparib, which may increase its serum concentration.",carrier,Alpha-1-acid glycoprotein 1,ORM1,binder
DB09075,Edoxaban,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Additive anticoagulant activity may increase the risk of bleeding. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",target,Coagulation factor X,F10,inhibitor
DB09075,Edoxaban,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Additive anticoagulant activity may increase the risk of bleeding. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba.",transporter,ATP-dependent translocase ABCB1,ABCB1,substrate
DB09078,Lenvatinib,"Avoid hypertensive herbs (e.g. bayberry, blue cohosh, cayenne, ephedra, and licorice). Lenvatinib may cause hypertension as an adverse effect; therefore, there may be additive blood pressure elevation when using hypertensive herbs.",enzyme,Cytochrome P450 3A4,CYP3A4,"substrate, inhibitor, inducer"
DB09078,Lenvatinib,"Avoid hypertensive herbs (e.g. bayberry, blue cohosh, cayenne, ephedra, and licorice). Lenvatinib may cause hypertension as an adverse effect; therefore, there may be additive blood pressure elevation when using hypertensive herbs.",enzyme,Aldehyde oxidase,AOX1,substrate
DB09078,Lenvatinib,"Avoid hypertensive herbs (e.g. bayberry, blue cohosh, cayenne, ephedra, and licorice). Lenvatinib may cause hypertension as an adverse effect; therefore, there may be additive blood pressure elevation when using hypertensive herbs.",enzyme,Cytochrome P450 2C8,CYP2C8,inhibitor
DB09078,Lenvatinib,"Avoid hypertensive herbs (e.g. bayberry, blue cohosh, cayenne, ephedra, and licorice). Lenvatinib may cause hypertension as an adverse effect; therefore, there may be additive blood pressure elevation when using hypertensive herbs.",enzyme,Cytochrome P450 2C9,CYP2C9,inhibitor
DB09078,Lenvatinib,"Avoid hypertensive herbs (e.g. bayberry, blue cohosh, cayenne, ephedra, and licorice). Lenvatinib may cause hypertension as an adverse effect; therefore, there may be additive blood pressure elevation when using hypertensive herbs.",enzyme,Cytochrome P450 1A2,CYP1A2,inhibitor
DB09078,Lenvatinib,"Avoid hypertensive herbs (e.g. bayberry, blue cohosh, cayenne, ephedra, and licorice). Lenvatinib may cause hypertension as an adverse effect; therefore, there may be additive blood pressure elevation when using hypertensive herbs.",enzyme,Cytochrome P450 2B6,CYP2B6,inhibitor
DB09078,Lenvatinib,"Avoid hypertensive herbs (e.g. bayberry, blue cohosh, cayenne, ephedra, and licorice). Lenvatinib may cause hypertension as an adverse effect; therefore, there may be additive blood pressure elevation when using hypertensive herbs.",enzyme,Cytochrome P450 2C19,CYP2C19,inhibitor
DB09078,Lenvatinib,"Avoid hypertensive herbs (e.g. bayberry, blue cohosh, cayenne, ephedra, and licorice). Lenvatinib may cause hypertension as an adverse effect; therefore, there may be additive blood pressure elevation when using hypertensive herbs.",enzyme,Cytochrome P450 2D6,CYP2D6,inhibitor
DB09078,Lenvatinib,"Avoid hypertensive herbs (e.g. bayberry, blue cohosh, cayenne, ephedra, and licorice). Lenvatinib may cause hypertension as an adverse effect; therefore, there may be additive blood pressure elevation when using hypertensive herbs.",target,Vascular endothelial growth factor receptor 1,FLT1,inhibitor
DB09078,Lenvatinib,"Avoid hypertensive herbs (e.g. bayberry, blue cohosh, cayenne, ephedra, and licorice). Lenvatinib may cause hypertension as an adverse effect; therefore, there may be additive blood pressure elevation when using hypertensive herbs.",target,Vascular endothelial growth factor receptor 2,KDR,inhibitor
DB09078,Lenvatinib,"Avoid hypertensive herbs (e.g. bayberry, blue cohosh, cayenne, ephedra, and licorice). Lenvatinib may cause hypertension as an adverse effect; therefore, there may be additive blood pressure elevation when using hypertensive herbs.",target,Vascular endothelial growth factor receptor 3,FLT4,inhibitor
DB09078,Lenvatinib,"Avoid hypertensive herbs (e.g. bayberry, blue cohosh, cayenne, ephedra, and licorice). Lenvatinib may cause hypertension as an adverse effect; therefore, there may be additive blood pressure elevation when using hypertensive herbs.",target,Fibroblast growth factor receptor 1,FGFR1,inhibitor
DB09078,Lenvatinib,"Avoid hypertensive herbs (e.g. bayberry, blue cohosh, cayenne, ephedra, and licorice). Lenvatinib may cause hypertension as an adverse effect; therefore, there may be additive blood pressure elevation when using hypertensive herbs.",target,Fibroblast growth factor receptor 2,FGFR2,inhibitor
DB09078,Lenvatinib,"Avoid hypertensive herbs (e.g. bayberry, blue cohosh, cayenne, ephedra, and licorice). Lenvatinib may cause hypertension as an adverse effect; therefore, there may be additive blood pressure elevation when using hypertensive herbs.",target,Fibroblast growth factor receptor 3,FGFR3,inhibitor
DB09078,Lenvatinib,"Avoid hypertensive herbs (e.g. bayberry, blue cohosh, cayenne, ephedra, and licorice). Lenvatinib may cause hypertension as an adverse effect; therefore, there may be additive blood pressure elevation when using hypertensive herbs.",target,Fibroblast growth factor receptor 4,FGFR4,inhibitor
DB09078,Lenvatinib,"Avoid hypertensive herbs (e.g. bayberry, blue cohosh, cayenne, ephedra, and licorice). Lenvatinib may cause hypertension as an adverse effect; therefore, there may be additive blood pressure elevation when using hypertensive herbs.",target,Platelet-derived growth factor receptor alpha,PDGFRA,inhibitor
DB09078,Lenvatinib,"Avoid hypertensive herbs (e.g. bayberry, blue cohosh, cayenne, ephedra, and licorice). Lenvatinib may cause hypertension as an adverse effect; therefore, there may be additive blood pressure elevation when using hypertensive herbs.",target,Proto-oncogene tyrosine-protein kinase receptor Ret,RET,inhibitor
DB09078,Lenvatinib,"Avoid hypertensive herbs (e.g. bayberry, blue cohosh, cayenne, ephedra, and licorice). Lenvatinib may cause hypertension as an adverse effect; therefore, there may be additive blood pressure elevation when using hypertensive herbs.",target,Mast/stem cell growth factor receptor Kit,KIT,inhibitor
DB09078,Lenvatinib,"Avoid hypertensive herbs (e.g. bayberry, blue cohosh, cayenne, ephedra, and licorice). Lenvatinib may cause hypertension as an adverse effect; therefore, there may be additive blood pressure elevation when using hypertensive herbs.",transporter,ATP-dependent translocase ABCB1,ABCB1,"substrate, inhibitor"
DB09078,Lenvatinib,"Avoid hypertensive herbs (e.g. bayberry, blue cohosh, cayenne, ephedra, and licorice). Lenvatinib may cause hypertension as an adverse effect; therefore, there may be additive blood pressure elevation when using hypertensive herbs.",transporter,Broad substrate specificity ATP-binding cassette transporter ABCG2,ABCG2,substrate
DB09078,Lenvatinib,"Avoid hypertensive herbs (e.g. bayberry, blue cohosh, cayenne, ephedra, and licorice). Lenvatinib may cause hypertension as an adverse effect; therefore, there may be additive blood pressure elevation when using hypertensive herbs.",transporter,Solute carrier family 22 member 6,SLC22A6,inhibitor
DB09078,Lenvatinib,"Avoid hypertensive herbs (e.g. bayberry, blue cohosh, cayenne, ephedra, and licorice). Lenvatinib may cause hypertension as an adverse effect; therefore, there may be additive blood pressure elevation when using hypertensive herbs.",transporter,Organic anion transporter 3,SLC22A8,inhibitor
DB09078,Lenvatinib,"Avoid hypertensive herbs (e.g. bayberry, blue cohosh, cayenne, ephedra, and licorice). Lenvatinib may cause hypertension as an adverse effect; therefore, there may be additive blood pressure elevation when using hypertensive herbs.",transporter,Solute carrier family 22 member 2,SLC22A2,inhibitor
DB09078,Lenvatinib,"Avoid hypertensive herbs (e.g. bayberry, blue cohosh, cayenne, ephedra, and licorice). Lenvatinib may cause hypertension as an adverse effect; therefore, there may be additive blood pressure elevation when using hypertensive herbs.",transporter,Solute carrier organic anion transporter family member 1B1,SLCO1B1,inhibitor
DB09078,Lenvatinib,"Avoid hypertensive herbs (e.g. bayberry, blue cohosh, cayenne, ephedra, and licorice). Lenvatinib may cause hypertension as an adverse effect; therefore, there may be additive blood pressure elevation when using hypertensive herbs.",transporter,Bile salt export pump,ABCB11,inhibitor
DB09078,Lenvatinib,"Avoid hypertensive herbs (e.g. bayberry, blue cohosh, cayenne, ephedra, and licorice). Lenvatinib may cause hypertension as an adverse effect; therefore, there may be additive blood pressure elevation when using hypertensive herbs.",transporter,Solute carrier organic anion transporter family member 1B3,SLCO1B3,inhibitor
