drugbank_id,drug_name,food_interaction_text
DB11967,Binimetinib,Take with or without food.
DB11978,Glasdegib,Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of glasdegib.
DB11978,Glasdegib,Take at the same time every day.
DB11978,Glasdegib,Take with or without food.
DB11979,Elagolix,Administer calcium supplement. This will minimize the risk of bone mineral density loss.
DB11979,Elagolix,Administer vitamin supplements. Administer Vitamin D supplements to minimize the risk of bone mineral density loss.
DB11979,Elagolix,Take at the same time every day.
DB11979,Elagolix,Take with or without food.
DB11984,Letaxaban,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB11986,Entrectinib,"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of entrectinib."
DB11986,Entrectinib,Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of entrectinib.
DB11986,Entrectinib,Take with or without food. Co-administration of food does not affect pharmacokinetics.
DB11989,Benznidazole,Take with or without food.
DB11995,Avatrombopag,Take with food.
DB12001,Abemaciclib,"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of abemaciclib."
DB12001,Abemaciclib,Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of abemaciclib.
DB12001,Abemaciclib,Take at the same time every day.
DB12001,Abemaciclib,Take with or without food.
DB12005,Nirogacestat,Avoid grapefruit products. Nirogacestat is a CYP3A substrate and grapefruit is a known CYP3A inhibitors.
DB12005,Nirogacestat,Take separate from antacids. take nirogacestat 2 hours before or 2 hours after taking the antacid.
DB12005,Nirogacestat,Take with or without food.
DB12010,Fostamatinib,Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of fostamatinib.
DB12010,Fostamatinib,Take with or without food.
DB12015,Alpelisib,Exercise caution with St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of alpelisib.
DB12015,Alpelisib,Take at the same time every day.
DB12015,Alpelisib,Take with food. Food does not significantly affect the AUC of alpelisib.
DB12016,Ponesimod,Take with or without food. The absorption of ponesimod is not significantly affected by food.
DB12020,Tecovirimat,Take with food. Take tecovirimat within 30 minutes of eating a fatty meal containing approximately 25 grams of fat.
DB12026,Voxilaprevir,Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of voxilaprevir.
DB12026,Voxilaprevir,"Take separate from antacids. Take Vosevi (sofosbuvir, velpatasvir, and voxilaprevir) at least 4 hours before or after antacids. Antacids have been shown to reduce the serum levels of velpatasvir and may not impact voxilaprevir."
DB12026,Voxilaprevir,Take with food.
DB12035,Sarecycline,Take separate from antacids.
DB12035,Sarecycline,Take with fluids. This may reduce irritation of the esophagus.
DB12035,Sarecycline,Take with or without food.
DB12070,Letermovir,Avoid St. John's Wort. Co-administration may lead to decreased serum concentrations of letermovir.
DB12070,Letermovir,Take with or without food.
DB12095,Telotristat ethyl,Take with a high fat meal. High fat food increases the bioavailability of telotristat ethyl.
DB12095,Telotristat ethyl,Take with food. Food increases the bioavailability of telotristat ethyl.
DB12130,Lorlatinib,"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of lorlatinib."
DB12130,Lorlatinib,Avoid St. John's Wort. This herb induces the CYP3A metabolism of lorlatinib and may reduce its serum concentration. Co-administration of lorlatinib with St. John's Wort is contraindicated.
DB12130,Lorlatinib,Take at the same time every day.
DB12130,Lorlatinib,Take with or without food.
DB12134,Gepotidacin,Take with food. Gepotidacin should be administered after a meal to mitigate gastrointestinal intolerance.
DB12141,Gilteritinib,"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of gilteritinib."
DB12141,Gilteritinib,"Avoid St. John's Wort. This herb induces CYP3A4 and p-glycoprotein, which may reduce the serum concentration of gilteritinib."
DB12141,Gilteritinib,Take at the same time every day.
DB12141,Gilteritinib,Take with or without food.
DB12147,Erdafitinib,"Exercise caution with grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of erdafitinib."
DB12147,Erdafitinib,Exercise caution with St. John's Wort. This herb induces the CYP3A metabolism of erdafitinib and may reduce its serum concentration.
DB12147,Erdafitinib,"Take with or without food. No clinically meaningful differences with erdafitinib pharmacokinetics were observed following administration of a high-fat and high-calorie meal (800 calories to 1,000 calories with approximately 50% of total caloric content of the meal from fat) in healthy subjects."
DB12151,Brincidofovir,Take on an empty stomach. Brincidofovir is best absorbed on an empty stomach or alongside a low-fat meal.
DB12161,Deutetrabenazine,Avoid alcohol. Additive sedative effects may occur from co-administration of deutetrabenazine with alcohol.
DB12161,Deutetrabenazine,Take with food. Taking deutetrabenazine with food increases its Cmax.
DB12184,Gepirone,Take with food. Take gepirone 1 time each day with food at about the same time each day.
DB12218,Capivasertib,Take with or without food.
DB12235,Estetrol,Take with or without food. Take at the same time each day.
DB12236,Bexagliflozin,"Take with or without food. Peak plasma concentrations of bexagliflozin can be delayed if taken after a meal; however, the effects of food on bexagliflozin pharmacokinetics are not considered clinically relevant."
DB12240,Polatuzumab vedotin,"Exercise caution with grapefruit products. The active ingredient of polatuzumab vedotin, monomethyl auristatin E (MMAE), is a CYP3A4 substrate and grapefruit may increase MMAE plasma concentrations."
DB12243,Edaravone,"Take on an empty stomach. RADICAVA ORS should be taken in the morning on an empty stomach after overnight fasting. Food should not be consumed for 1 hour after administration except water. The higher the fat content of the previous meal, the longer the fasting time before taking RADICAVA ORS will be."
DB12245,Triclabendazole,Take with food. Taking triclabendazole with food increases the bioavailability of triclabendazole and its sulfoxide metabolite.
DB12255,Vadadustat,"Take with or without food. The administration of a standard high-fat meal decreases the AUC of vadadustat by 6%, relative to fasted conditions; however, it may be administered with or without food."
DB12265,Fexinidazole,Take with food. Food assists in fexinidazole absorption.
DB12267,Brigatinib,"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of brigatinib."
DB12267,Brigatinib,Avoid St. John's Wort. This herb induces the CYP3A metabolism of brigatinib and may reduce its serum concentration.
DB12267,Brigatinib,Take with or without food.
DB12278,Propiverine,Take at the same time every day.
DB12278,Propiverine,Take separate from meals. PrMictoryl Pediatric (propiverine hydrochloride) tablets should be taken at least 1 hour before meals as high-fat meals reduce the bioavailability of PrMictoryl.
DB12278,Propiverine,Take with or without food. Mictoryl (propiverine hydrochloride) modified-release capsules can be taken with or without food as food does not affect its bioavailability.
DB12282,Defactinib,Take with food.
DB12289,Darexaban,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB12301,Doravirine,Avoid St. John's Wort. This herb induces the CYP3A metabolism of doravirine and may reduce its serum concentration. Co-administration of doravirine with St. John's Wort is contraindicated.
DB12301,Doravirine,Take at the same time every day.
DB12301,Doravirine,"Take with or without food. Co-administration with food slightly alters pharmacokinetics, but not to a clinically significant extent."
DB12329,Eravacycline,Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of eravacycline. Dose adjustment may be necessary for co-administration.
DB12332,Rucaparib,"Exercise caution with grapefruit products. Rucaparib is primarily metabolized through CYP2D6 but is also metabolized by CYP3A4 and CYP1A2. Grapefruit inhibits CYP3A4 metabolism, which may increase rucaparib serum levels."
DB12332,Rucaparib,"Exercise caution with St. John's Wort. Rucaparib is primarily metabolized through CYP2D6 but is also metabolized by CYP3A4 and CYP1A2. St. John's Wort induces CYP3A4 metabolism, which may reduce rucaparib serum levels."
DB12332,Rucaparib,Take with or without food. A high-fat meals increases drug exposure but not to a clinically significant extent.
DB12364,Betrixaban,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. These herbs may increase the risk of bleeding. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB12364,Betrixaban,Take at the same time every day.
DB12364,Betrixaban,Take with food. Betrixaban should be taken with food. The Cmax and AUC of betrixaban are decreased by approximately 60% and 55% when administered together with a 900 calorie meal.
DB12371,Siponimod,Avoid St. John's Wort. Avoid the use of St. John's wort in patients with CYP2C9 genotype *1/*3 and*2/*3.
DB12371,Siponimod,Take with or without food.
DB12390,Seladelpar,"Do not take with bile acid sequestrants. Administer drug at least 4 hours before or 4 hours after taking bile acid sequestrants, or at as great an interval as possible."
DB12404,Remimazolam,Avoid alcohol. The sedative effects of benzodiazepines may be exacerbated by the co-administration of alcohol.
DB12455,Omadacycline,"Avoid multivalent ions. Wait at least 4 hours after the omadacycline administration to take multivalent cations (eg. zinc, calcium, magnesium, and iron)."
DB12455,Omadacycline,Take on an empty stomach. Do not eat for 4 hours before and 2 hours after administering omadacycline. Drinking water after administration is acceptable.
DB12455,Omadacycline,Take separate from antacids. Wait at least 4 hours after omadacycline administration to take antacids.
DB12457,Rimegepant,"Take with or without food. Pharmacokinetics may be altered when administered with high-fat meals, but the clinical relevance of these effects is unknown."
DB12471,Ibrexafungerp,"Take with or without food. A high fat meal increases the AUC by 38% and Cmax by 32%, which is not considered significant."
DB12483,Copanlisib,"Avoid grapefruit products. Grapefruit strongly inhibits CYP3A metabolism, which may increase the serum concentration of copanlisib."
DB12483,Copanlisib,Avoid St. John's Wort. This herb strongly induces the CYP3A metabolism of copanlisib and may reduce its serum concentration.
DB12500,Fedratinib,"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of fedratinib. Dose reduction may be necessary."
DB12500,Fedratinib,Avoid St. John's Wort. This herb induces the CYP3A metabolism of fedratinib and may reduce its serum concentration.
DB12500,Fedratinib,Take with or without food. Food may help reduce adverse effects of fedratinib such as nausea and vomiting.
DB12513,Omaveloxolone,"Take on an empty stomach. Take omaveloxolone capsules on an empty stomach at least 1 hour before eating. Compared to fasting conditions, a high-fat meal increased the Cmax and AUC by approximately 350% and 15%, respectively."
DB12543,Samidorphan,Take with or without food. Food has only a minor effect on samidorphan pharmacokinetics.
DB12548,Sparsentan,"Take before a meal. Sparsentan AUC and Cmax increase following the administration of a high fat, high calorie meal. Advise patients to take the full daily dose with water prior to the morning or evening meal. Maintain the same dosing pattern in relationship to meals."
DB12597,Asciminib,Take on an empty stomach. Avoid food consumption for at least 2 hours before and 1 hour after taking asciminib.
DB12598,Nafamostat,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB12612,Ozanimod,Avoid tyramine-containing foods and supplements. Avoid food containing high amounts of tyramine (>150mg) as these may increase the risk of hypertension when taken with ozanimod.
DB12612,Ozanimod,Take with or without food.
DB12645,Givinostat,Take with food. Prescribing information for givinostat recommends it be administered with food twice daily.
DB12713,Sotagliflozin,Take before a meal. Sotagliflozin should be taken once daily before the first meal of the day.
DB12726,Monteplase,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB12783,Benserazide,Take with or without food. Benserazide is normally given in combination with levodopa as the combination product Prolopa. Levodopa should not be given with protein-rich foods as they may reduce its absorption.
DB12817,Zoliflodacin,Take with or without food. Patients weighing between 35-50kg should take Nuzolvence on an empty stomach. Patients weighing >50kg should take Nuzolvence with food.
DB12825,Lefamulin,"Exercise caution with grapefruit products. Grapefruit inhibits CYP3A, which may increase the serum concentration of lefamulin."
DB12825,Lefamulin,Exercise caution with St. John's Wort. This herb induces the CYP3A metabolism of lefamulin and may reduce its serum concentration.
DB12825,Lefamulin,Take on an empty stomach. This drug should be taken at least 1 hour before or 2 hours after a meal.
DB12825,Lefamulin,Take with a full glass of water. The tablet should be swallowed whole with water.
DB12831,Gabexate,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB12834,Secnidazole,Avoid alcohol. Avoid consumption of alcoholic beverages and preparations containing ethanol or propylene glycol during treatment with secnidazole and for at least two days after completing therapy.
DB12834,Secnidazole,"Take with or without food. Sprinkle onto applesauce, yogurt, or pudding and ingest without crushing the granules."
DB12874,Quizartinib,Take with or without food.
DB12877,Oxatomide,Take with food.
DB12887,Tazemetostat,Take with or without food.
DB12914,Resmetirom,"Take with or without food. A high fat meal may reduce Cmax and AUC delay Tmax, but not to a clinically significant extent."
DB12941,Darolutamide,Avoid St. John's Wort. This herb induces CYP3A and P glycoprotein and may reduce the serum concentration of darolutamide.
DB12941,Darolutamide,Take with food. This increases the bioavailability of darolutamide.
DB12942,Lactitol,Take with food. The manufacturer recommends administration with meals.
DB12978,Pexidartinib,"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of pexidartinib."
DB12978,Pexidartinib,Avoid St. John's Wort. This herb induces the CYP3A metabolism of pexidartinib and may reduce its serum concentration.
DB12978,Pexidartinib,"Do not take with or immediately after a high-fat meal. Taking pexidartinib with a high-fat meal may increase incidence and severity of adverse reactions, including hepatotoxicity."
DB12978,Pexidartinib,Take on an empty stomach. Take at least 1 hour before or 2 hours after eating a meal or snack.
DB12978,Pexidartinib,Take separate from antacids. Take antacids at least 2 hours before or after pexidartinib.
DB12982,Silicon,Take with food.
DB13055,Oteseconazole,"Take with food. Oteseconazole must be taken with food, and capsules must be swallowed whole and not chewed, crushed, dissolved, or opened. The intake of high-fat, high-calorie meals (800-1000 Calories; 50% fat) increases oteseconazole C<sub>max</sub> and AUC<sub>0-72h</sub> by 45% and 36%, respectively. No significant differences were detected when oteseconazole was administered with a low-fat, low-calorie meal."
DB13074,Macimorelin,"Avoid St. John's Wort. This herb induces the CYP3A metabolism of macimorelin and may reduce its serum concentration, which may cause a false-positive test result."
DB13074,Macimorelin,Take on an empty stomach. Fast for at least eight hours before taking macimorelin.
DB13125,Lusutrombopag,Take with or without food.
DB13136,Fluindione,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Herbs with anticoagulant activity may have additive effects with fluindione. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB13147,Pancrelipase lipase,Take with food.
DB13149,Protein S human,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB13170,Plecanatide,Take with or without food.
DB13198,Pepsin,Drink plenty of fluids.
DB13198,Pepsin,Take before a meal.
DB13257,Ferrous sulfate anhydrous,Avoid milk and dairy products. Take ferrous sulfate at least 2 hours before or after milk.
DB13257,Ferrous sulfate anhydrous,Limit caffeine intake. Food and beverages containing caffeine may reduce iron absorption.
DB13257,Ferrous sulfate anhydrous,Take at least 2 hours before or after calcium supplements.
DB13257,Ferrous sulfate anhydrous,Take separate from antacids. Take ferrous sulfate at least 2 hours before or after antacids.
DB13257,Ferrous sulfate anhydrous,Take with food. This may reduce gastric irritation.
DB13257,Ferrous sulfate anhydrous,Take with foods containing vitamin C. Foods rich in vitamin C increase the absorption of iron.
DB13275,Clorindione,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. These may increase anticoagulant/antiplatelet activity of clorindione. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB13347,Diphenadione,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB13381,Sodium feredetate,Avoid milk and dairy products.
DB13381,Sodium feredetate,Avoid multivalent ions.
DB13381,Sodium feredetate,Limit caffeine intake. Food and beverages containing caffeine may reduce iron absorption.
DB13381,Sodium feredetate,Take separate from antacids.
DB13381,Sodium feredetate,Take with foods containing vitamin C. Foods rich in vitamin C increase the absorption of iron.
DB13451,Tioclomarol,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB13595,Almasilate,Take after a meal.
DB13595,Almasilate,Take with a full glass of water.
DB13616,Melagatran,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB13646,Saruplase,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB13680,Naftazone,Take with or without food.
DB13729,Camostat,Take with food. Take after a meal.
DB13761,Tilactase,Take before a meal. Take tilactase before eating food containing lactose.
DB13848,Fluorodopa (18F),"Take on an empty stomach. Before fluorodopa F18 administration do not eat or drink anything, except for water, for at least 4 hours."
DB13853,Anethole trithione,Take before a meal.
DB13873,Fenofibric acid,Take with or without food.
DB13874,Enasidenib,"Exercise caution with grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of enasidenib; however, CYP3A4 is one of many enzymes involved in enasidenib metabolism."
DB13874,Enasidenib,"Exercise caution with St. John's Wort. This herb induces CYP3A4 metabolism, which may reduce the serum concentration of enasidenib; however, CYP3A4 is one of many enzymes involved in enasidenib metabolism."
DB13874,Enasidenib,Take at the same time every day.
DB13874,Enasidenib,Take with a full glass of water.
DB13874,Enasidenib,Take with or without food.
DB13878,Pibrentasvir,Avoid St. John's Wort. Co-administration may lead to decreased serum concentrations of pibrentasvir.
DB13878,Pibrentasvir,Take with food.
DB13879,Glecaprevir,Avoid St. John's Wort. Co-administration may lead to decreased serum concentrations of glecaprevir.
DB13879,Glecaprevir,Take with food.
DB13928,Semaglutide,"Take on an empty stomach. For oral use of semaglutide, take 30 minutes before the first meal of the day."
DB13928,Semaglutide,"Take with plain water. For oral use of semaglutide, do not exceed 4 ounces of water (1/2 cup)."
DB13946,Testosterone undecanoate,Take with food. Food enhances the systemic exposure of testosterone undecanoate administered as oral capsules.
DB13949,Ferric cation,Avoid milk and dairy products.
DB13949,Ferric cation,Take with food. Take ferric cation with or just after meals.
DB13952,Estradiol acetate,"Exercise caution with grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of estradiol acetate."
DB13952,Estradiol acetate,Exercise caution with St. John's Wort. This herb induces the CYP3A4 metabolism of estradiol acetate. Therefore it may reduce the serum concentration and effectiveness of estradiol acetate.
DB13954,Estradiol cypionate,"Exercise caution with grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of estradiol cypionate."
DB13954,Estradiol cypionate,Exercise caution with St. John's Wort. This herb induces the CYP3A4 metabolism of estradiol cypionate. Therefore it may reduce the serum concentration and effectiveness of estradiol cypionate.
DB13956,Estradiol valerate,"Exercise caution with grapefruit products. Grapefruit inhibits CYP3A4 metabolism, which may increase the serum concentration of estradiol valerate."
DB13956,Estradiol valerate,Exercise caution with St. John's Wort. This herb induces the CYP3A4 metabolism of estradiol valerate. Therefore it may reduce the serum concentration and effectiveness of estradiol valerate.
DB13997,Baloxavir marboxil,"Avoid antacids. Baloxavir may form a chelate with polyvalent cations in antacids, which may decrease plasma concentrations of baloxavir."
DB13997,Baloxavir marboxil,"Avoid milk and dairy products. Baloxavir may form a chelate with polyvalent cations such as calcium in dairy products, which may decrease plasma concentrations of baloxavir."
DB13997,Baloxavir marboxil,"Avoid multivalent ions. Multivalent ions such as magnesium, calcium, and aluminum can form a chelate with baloxavir, which can reduce the absorption of baloxavir."
DB13997,Baloxavir marboxil,"Take with or without food. Food reduces drug absorption, but not to a clinically significant extent."
DB14016,Ox bile extract,Take after a meal.
DB14018,Bromotheophylline,Drink plenty of fluids. Avoid dehydration by drinking 6-8 glasses of water daily.
DB14018,Bromotheophylline,Take with a full glass of water.
DB14019,Fosnetupitant,Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of fosnetupitant.
DB14042,Galcanezumab,Avoid alcohol.
DB14042,Galcanezumab,Take with or without food.
DB14055,(S)-Warfarin,Avoid drastic dietary changes.
DB14055,(S)-Warfarin,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB14055,(S)-Warfarin,Ensure consistent Vitamin K intake.
DB14094,Tocopherylquinone,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB14116,Silodrate,"Take separate from meals. Take Inon Ace (dimethicone, magnesium hydroxide, silodrate) between meals,."
DB14126,Tenofovir,Take with food.
DB14256,Centella asiatica,Take with food.
DB14443,Vibrio cholerae CVD 103-HgR strain live antigen,Take separate from meals. Avoid food or drink for 60 minutes before and after administration as it may interfere with the protective effect of the vaccine buffer.
DB14484,Magnesium ascorbate,Take with or without food. Taking magnesium supplements with food may reduce the risk of diarrhea.
DB14485,Zinc ascorbate,Avoid milk and dairy products. Separate the use of zinc from these products by at least 2 hours before administration. Separate for 2 hours after administration if these products also contain phosphorus.
DB14485,Zinc ascorbate,"Do not take with bran and high fiber foods. For optimal efficacy, take zinc at least 2 hours before or after eating high-fiber foods."
DB14485,Zinc ascorbate,Take on an empty stomach. Take at least 1 hour before and 2 hours after eating for optimal absorption. Zinc can be taken with food to reduce gastrointestinal upset.
DB14487,Zinc acetate,Avoid milk and dairy products. Separate the use of zinc from these products by at least 2 hours before administration. Separate for 2 hours after administration if these products also contain phosphorus.
DB14487,Zinc acetate,"Do not take with bran and high fiber foods. For optimal efficacy, take zinc at least 2 hours before or after eating high-fiber foods."
DB14487,Zinc acetate,"Take on an empty stomach. Take at least 1 hour before or after eating and drinking, excluding drinking plain water."
DB14488,Ferrous gluconate,Avoid milk and dairy products. Take ferrous gluconate at least 2 hours before or after milk.
DB14488,Ferrous gluconate,Limit caffeine intake. Food and beverages containing caffeine may reduce iron absorption.
DB14488,Ferrous gluconate,Take at least 2 hours before or after calcium supplements.
DB14488,Ferrous gluconate,Take separate from antacids. Take ferrous gluconate at least 2 hours before or after antacids.
DB14488,Ferrous gluconate,Take with food. This reduces gastric irritation.
DB14488,Ferrous gluconate,Take with foods containing vitamin C. Foods rich in vitamin C increase the absorption of iron.
DB14490,Ferrous ascorbate,Take on an empty stomach. Taking ferrous ascorbate with food reduces the absorption of iron.
DB14491,Ferrous fumarate,Avoid milk and dairy products. Take ferrous fumarate at least 2 hours before or after milk.
DB14491,Ferrous fumarate,Limit caffeine intake. Food and beverages containing caffeine may reduce iron absorption.
DB14491,Ferrous fumarate,Take at least 2 hours before or after calcium supplements.
DB14491,Ferrous fumarate,Take separate from antacids. Take ferrous fumarate at least 2 hours before or after antacids.
DB14491,Ferrous fumarate,Take with food. This reduces gastric irritation.
DB14491,Ferrous fumarate,Take with foods containing vitamin C. Foods rich in vitamin C increase the absorption of iron.
DB14502,"Sodium phosphate, dibasic",Take with a full glass of water.
DB14502,"Sodium phosphate, dibasic",Take with food.
DB14503,"Sodium phosphate, monobasic, unspecified form",Take with a full glass of water.
DB14503,"Sodium phosphate, monobasic, unspecified form",Take with food.
DB14504,"Sodium phosphate, dibasic, unspecified form",Take with a full glass of water.
DB14504,"Sodium phosphate, dibasic, unspecified form",Take with food.
DB14507,Lithium citrate,Avoid alcohol.
DB14507,Lithium citrate,Avoid iodine-containing foods and supplements.
DB14507,Lithium citrate,Drink plenty of fluids. Drink at least 2500 to 3000 mL of fluids daily.
DB14507,Lithium citrate,Limit caffeine intake.
DB14507,Lithium citrate,Take with food. Lithium can cause hyponatremia. Include adequate salt in the diet.
DB14509,Lithium carbonate,Avoid alcohol. Alcohol increased peak serum concentrations of lithium.
DB14509,Lithium carbonate,Avoid iodine-containing foods and supplements. Iodine and lithium may synergistically produce hypothyroidism.
DB14509,Lithium carbonate,Limit caffeine intake. Caffeine may decrease lithium concentrations.
DB14509,Lithium carbonate,Take with food. Food reduces gastrointestinal upset.
DB14513,Magnesium,Take with or without food. Taking magnesium supplements with food may reduce the risk of diarrhea.
DB14520,Tetraferric tricitrate decahydrate,Take with food.
DB14529,Chromium nicotinate,Administer vitamin supplements. Foods or supplements containing niacin (Vitamin B3) may improve the absorption of chromium.
DB14529,Chromium nicotinate,Take with foods containing vitamin C. Foods rich in vitamin C increase the absorption of chromium.
DB14548,"Zinc sulfate, unspecified form",Avoid milk and dairy products. Separate the use of zinc from these products by at least 2 hours before administration. Separate for 2 hours after administration if these products also contain phosphorus.
DB14548,"Zinc sulfate, unspecified form","Do not take with bran and high fiber foods. For optimal efficacy, take zinc at least 2 hours before or after eating high-fiber foods."
DB14548,"Zinc sulfate, unspecified form",Take on an empty stomach. Take at least 1 hour before and 2 hours after eating for optimal absorption. Zinc can be taken with food to reduce gastrointestinal upset.
DB14568,Ivosidenib,"Do not take with or immediately after a high-fat meal. Administration of ivosidenib with a high-fat meal increases the Cmax and AUC of ivosidenib by 98 and 25%, respectively."
DB14568,Ivosidenib,"Exercise caution with grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of ivosidenib. Dose adjustment may be necessary if co-administered."
DB14568,Ivosidenib,Exercise caution with St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of ivosidenib.
DB14568,Ivosidenib,Take at the same time every day.
DB14568,Ivosidenib,Take with or without food.
DB14583,Segesterone acetate,"Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of segesterone acetate. If coadministration is necessary, back up contraception should be used."
DB14631,Prednisolone phosphate,Take with food. Food reduces GI irritation.
DB14684,Calcium polycarbophil,Take with a full glass of water.
DB14713,Inotersen,Administer vitamin A supplementation. Supplementation at the recommended daily allowance of vitamin A is advised for patients taking inotersen.
DB14723,Larotrectinib,"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of larotrectinib."
DB14723,Larotrectinib,Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of larotrectinib.
DB14723,Larotrectinib,Take with or without food.
DB14726,Dabigatran,"Avoid herbs and supplements with anticoagulant/antiplatelet activity. Examples include garlic, ginger, bilberry, danshen, piracetam, and ginkgo biloba."
DB14751,Mecasermin rinfabate,Take at the same time every day.
DB14754,Solriamfetol,Take with or without food.
DB14766,Etrasimod,Take with or without food.
DB14783,Diroximel fumarate,Avoid alcohol.
DB14783,Diroximel fumarate,"Take with or without food. If taken with food, the meal/snack should contain no more than 700 calories and no more than 30 g fat. Taking diroximel fumarate with food may reduce the adverse effect of flushing."
DB14840,Ripretinib,Take with or without food.
DB14844,Dordaviprone,Take on an empty stomach. Take dordaviprone at least 1 hour before or 3 hours after food intake. Food can decrease drug exposure.
DB14895,Vibegron,Take with or without food. A high-fat meal had no clinically significant effects on vibegron plasma concentrations.
DB14924,Ritlecitinib,"Take with or without food. The coadministration of ritlecitinib and a high-fat meal reduced the Cmax and AUC; however, food does not have a clinically significant impact on the systemic exposures of ritlecitinib."
DB14973,Abrocitinib,"Take at the same time every day. Administer with or without food, as it has no clinically relevant effect on abrocitinib exposures."
DB14975,Voxelotor,"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of voxelotor."
DB14975,Voxelotor,Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of voxelotor.
DB14975,Voxelotor,Take with or without food.
DB14989,Umbralisib,Take with food. Food increases the bioavailability and concentration of umbralisib.
DB15011,Avacopan,Take with food.
DB15031,Daridorexant,Avoid alcohol. Concomitant use of alcohol with daridorexant may lead to additive impairment of psychomotor performance and risk of CNS depression .
DB15035,Zanubrutinib,"Avoid grapefruit products. Grapefruit inhibits CYP3A metabolism, which may increase the serum concentration of zanubrutinib. Dose adjustment may be necessary if coadministered."
DB15035,Zanubrutinib,Avoid St. John's Wort. This herb induces CYP3A metabolism and may reduce serum levels of zanubrutinib.
DB15035,Zanubrutinib,Take with a full glass of water.
DB15035,Zanubrutinib,Take with or without food. Food does not significantly affect drug concentrations.
DB15059,Aprocitentan,Take with or without food. Co-administration with food does not appear to alter the pharmacokinetics of aprocitentan to a clinically significant extent.
DB15091,Upadacitinib,"Avoid grapefruit products. Upadacitinib exposure is increased when a strong CYP3A4 inhibitor such as grapefruit is used, which may increase the risk for drug-related adverse events."
