pubmed_id,pubdate,drug,drug_entity_type,food,food_entity_type,food_component,food_component_entity_type,interaction_sentence,evidence_level,modality,drug_metabolizer,drug_transporter,well_known_target
29217165,2017,bicuculline,drug,MMC,food,,,"The administration of MMC (1?g/kg, p.o.) and diazepam (1?mg/kg, i.p.) significantly attenuated anxiety-like behaviour in mice by increasing the percentage of time spent and number of entries in the open arms in the elevated plus maze (EPM), and significantly enhanced the exploration in the light box in the light/dark test (LDT).",animal in-vivo,positive,,,
29217165,2017,α-methyl-DL-tyrosine,drug,noni,food,,,"The administration of MMC (1?g/kg, p.o.) and diazepam (1?mg/kg, i.p.) significantly attenuated anxiety-like behaviour in mice by increasing the percentage of time spent and number of entries in the open arms in the elevated plus maze (EPM), and significantly enhanced the exploration in the light box in the light/dark test (LDT).",animal in-vivo,positive,,,
29217165,2017,α-methyl-DL-tyrosine,drug,Morinda citrifolia Linn.,food,,,"The administration of MMC (1?g/kg, p.o.) and diazepam (1?mg/kg, i.p.) significantly attenuated anxiety-like behaviour in mice by increasing the percentage of time spent and number of entries in the open arms in the elevated plus maze (EPM), and significantly enhanced the exploration in the light box in the light/dark test (LDT).",animal in-vivo,positive,,,
29217165,2017,α-methyl-DL-tyrosine,drug,MMC,food,,,"The administration of MMC (1?g/kg, p.o.) and diazepam (1?mg/kg, i.p.) significantly attenuated anxiety-like behaviour in mice by increasing the percentage of time spent and number of entries in the open arms in the elevated plus maze (EPM), and significantly enhanced the exploration in the light box in the light/dark test (LDT).",animal in-vivo,positive,,,
29217165,2017,flumazenil,drug,noni,food,,,"The administration of MMC (1?g/kg, p.o.) and diazepam (1?mg/kg, i.p.) significantly attenuated anxiety-like behaviour in mice by increasing the percentage of time spent and number of entries in the open arms in the elevated plus maze (EPM), and significantly enhanced the exploration in the light box in the light/dark test (LDT).",animal in-vivo,positive,,,
29217165,2017,flumazenil,drug,Morinda citrifolia Linn.,food,,,"The administration of MMC (1?g/kg, p.o.) and diazepam (1?mg/kg, i.p.) significantly attenuated anxiety-like behaviour in mice by increasing the percentage of time spent and number of entries in the open arms in the elevated plus maze (EPM), and significantly enhanced the exploration in the light box in the light/dark test (LDT).",animal in-vivo,positive,,,
29217165,2017,flumazenil,drug,MMC,food,,,"The administration of MMC (1?g/kg, p.o.) and diazepam (1?mg/kg, i.p.) significantly attenuated anxiety-like behaviour in mice by increasing the percentage of time spent and number of entries in the open arms in the elevated plus maze (EPM), and significantly enhanced the exploration in the light box in the light/dark test (LDT).",animal in-vivo,positive,,,
29217165,2017,desipramine,drug,noni,food,,,"The administration of MMC (1?g/kg, p.o.) and diazepam (1?mg/kg, i.p.) significantly attenuated anxiety-like behaviour in mice by increasing the percentage of time spent and number of entries in the open arms in the elevated plus maze (EPM), and significantly enhanced the exploration in the light box in the light/dark test (LDT).",animal in-vivo,positive,,,
29217165,2017,desipramine,drug,Morinda citrifolia Linn.,food,,,"The administration of MMC (1?g/kg, p.o.) and diazepam (1?mg/kg, i.p.) significantly attenuated anxiety-like behaviour in mice by increasing the percentage of time spent and number of entries in the open arms in the elevated plus maze (EPM), and significantly enhanced the exploration in the light box in the light/dark test (LDT).",animal in-vivo,positive,,,
29217165,2017,desipramine,drug,MMC,food,,,"The administration of MMC (1?g/kg, p.o.) and diazepam (1?mg/kg, i.p.) significantly attenuated anxiety-like behaviour in mice by increasing the percentage of time spent and number of entries in the open arms in the elevated plus maze (EPM), and significantly enhanced the exploration in the light box in the light/dark test (LDT).",animal in-vivo,positive,,,
29217165,2017,WAY 100635,drug,noni,food,,,"The administration of MMC (1?g/kg, p.o.) and diazepam (1?mg/kg, i.p.) significantly attenuated anxiety-like behaviour in mice by increasing the percentage of time spent and number of entries in the open arms in the elevated plus maze (EPM), and significantly enhanced the exploration in the light box in the light/dark test (LDT).",animal in-vivo,positive,,,
29217165,2017,WAY 100635,drug,Morinda citrifolia Linn.,food,,,"The administration of MMC (1?g/kg, p.o.) and diazepam (1?mg/kg, i.p.) significantly attenuated anxiety-like behaviour in mice by increasing the percentage of time spent and number of entries in the open arms in the elevated plus maze (EPM), and significantly enhanced the exploration in the light box in the light/dark test (LDT).",animal in-vivo,positive,,,
29217165,2017,WAY 100635,drug,MMC,food,,,"The administration of MMC (1?g/kg, p.o.) and diazepam (1?mg/kg, i.p.) significantly attenuated anxiety-like behaviour in mice by increasing the percentage of time spent and number of entries in the open arms in the elevated plus maze (EPM), and significantly enhanced the exploration in the light box in the light/dark test (LDT).",animal in-vivo,positive,,,
24476483,2014,Phe,drug,WB,food,,,The WB diet partially restored Phe-induced constrictor responses and attenuated Ach-induced relaxant responses in OZR.,animal in-vivo,positive,,,COX2; nitric oxide synthase
24476483,2014,Phe,drug,blueberry,food,,,The WB diet partially restored Phe-induced constrictor responses and attenuated Ach-induced relaxant responses in OZR.,animal in-vivo,positive,,,COX2; nitric oxide synthase
24476483,2014,Phenylephrine,drug,WB,food,,,The WB diet partially restored Phe-induced constrictor responses and attenuated Ach-induced relaxant responses in OZR.,animal in-vivo,positive,,,COX2; nitric oxide synthase
24476483,2014,Phenylephrine,drug,blueberry,food,,,The WB diet partially restored Phe-induced constrictor responses and attenuated Ach-induced relaxant responses in OZR.,animal in-vivo,positive,,,COX2; nitric oxide synthase
24476483,2014,Ach,drug,WB,food,,,The WB diet partially restored Phe-induced constrictor responses and attenuated Ach-induced relaxant responses in OZR.,animal in-vivo,positive,,,COX2; nitric oxide synthase
24476483,2014,Ach,drug,blueberry,food,,,The WB diet partially restored Phe-induced constrictor responses and attenuated Ach-induced relaxant responses in OZR.,animal in-vivo,positive,,,COX2; nitric oxide synthase
24476483,2014,acetylcholine,drug,WB,food,,,The WB diet partially restored Phe-induced constrictor responses and attenuated Ach-induced relaxant responses in OZR.,animal in-vivo,positive,,,COX2; nitric oxide synthase
24476483,2014,acetylcholine,drug,blueberry,food,,,The WB diet partially restored Phe-induced constrictor responses and attenuated Ach-induced relaxant responses in OZR.,animal in-vivo,positive,,,COX2; nitric oxide synthase
24476483,2014,PGI2,drug,WB,food,,,The WB diet partially restored Phe-induced constrictor responses and attenuated Ach-induced relaxant responses in OZR.,animal in-vivo,positive,,,COX2; nitric oxide synthase
24476483,2014,PGI2,drug,blueberry,food,,,The WB diet partially restored Phe-induced constrictor responses and attenuated Ach-induced relaxant responses in OZR.,animal in-vivo,positive,,,COX2; nitric oxide synthase
29091871,2018,myeloperoxidase,drug,BBR,food,,,Pre-treatment with BBR for 10days prevented some of these changes,animal in-vivo,positive,,,
29091871,2018,myeloperoxidase,drug,Berberine,food,,,Pre-treatment with BBR for 10days prevented some of these changes,animal in-vivo,positive,,,
29091871,2018,PGx,drug,BBR,food,,,Pre-treatment with BBR for 10days prevented some of these changes,animal in-vivo,positive,,,
29091871,2018,PGx,drug,Berberine,food,,,Pre-treatment with BBR for 10days prevented some of these changes,animal in-vivo,positive,,,
29091871,2018,MTX,drug,BBR,food,,,Pre-treatment with BBR for 10days prevented some of these changes,animal in-vivo,positive,,,
29091871,2018,MTX,drug,Berberine,food,,,Pre-treatment with BBR for 10days prevented some of these changes,animal in-vivo,positive,,,
29091871,2018,alanine aminotransferase,drug,BBR,food,,,Pre-treatment with BBR for 10days prevented some of these changes,animal in-vivo,positive,,,
29091871,2018,alanine aminotransferase,drug,Berberine,food,,,Pre-treatment with BBR for 10days prevented some of these changes,animal in-vivo,positive,,,
29091871,2018,methotrexate,drug,BBR,food,,,Pre-treatment with BBR for 10days prevented some of these changes,animal in-vivo,positive,,,
29091871,2018,methotrexate,drug,Berberine,food,,,Pre-treatment with BBR for 10days prevented some of these changes,animal in-vivo,positive,,,
29091871,2018,alkaline phosphatase,drug,BBR,food,,,Pre-treatment with BBR for 10days prevented some of these changes,animal in-vivo,positive,,,
29091871,2018,alkaline phosphatase,drug,Berberine,food,,,Pre-treatment with BBR for 10days prevented some of these changes,animal in-vivo,positive,,,
29091871,2018,superoxide dismutase,drug,BBR,food,,,Pre-treatment with BBR for 10days prevented some of these changes,animal in-vivo,positive,,,
29091871,2018,superoxide dismutase,drug,Berberine,food,,,Pre-treatment with BBR for 10days prevented some of these changes,animal in-vivo,positive,,,
29091871,2018,aspartate aminotransferase,drug,BBR,food,,,Pre-treatment with BBR for 10days prevented some of these changes,animal in-vivo,positive,,,
29091871,2018,aspartate aminotransferase,drug,Berberine,food,,,Pre-treatment with BBR for 10days prevented some of these changes,animal in-vivo,positive,,,
29091871,2018,catalase,drug,BBR,food,,,Pre-treatment with BBR for 10days prevented some of these changes,animal in-vivo,positive,,,
29091871,2018,catalase,drug,Berberine,food,,,Pre-treatment with BBR for 10days prevented some of these changes,animal in-vivo,positive,,,
29091871,2018,MDA,drug,BBR,food,,,Pre-treatment with BBR for 10days prevented some of these changes,animal in-vivo,positive,,,
29091871,2018,MDA,drug,Berberine,food,,,Pre-treatment with BBR for 10days prevented some of these changes,animal in-vivo,positive,,,
29091871,2018,ALP,drug,BBR,food,,,Pre-treatment with BBR for 10days prevented some of these changes,animal in-vivo,positive,,,
29091871,2018,ALP,drug,Berberine,food,,,Pre-treatment with BBR for 10days prevented some of these changes,animal in-vivo,positive,,,
29091871,2018,protein carbonyl,drug,BBR,food,,,Pre-treatment with BBR for 10days prevented some of these changes,animal in-vivo,positive,,,
29091871,2018,protein carbonyl,drug,Berberine,food,,,Pre-treatment with BBR for 10days prevented some of these changes,animal in-vivo,positive,,,
29091871,2018,glutathione,drug,BBR,food,,,Pre-treatment with BBR for 10days prevented some of these changes,animal in-vivo,positive,,,
29091871,2018,glutathione,drug,Berberine,food,,,Pre-treatment with BBR for 10days prevented some of these changes,animal in-vivo,positive,,,
29091871,2018,nitric oxide,drug,BBR,food,,,Pre-treatment with BBR for 10days prevented some of these changes,animal in-vivo,positive,,,
29091871,2018,nitric oxide,drug,Berberine,food,,,Pre-treatment with BBR for 10days prevented some of these changes,animal in-vivo,positive,,,
29091871,2018,Malondialdehyde,drug,BBR,food,,,Pre-treatment with BBR for 10days prevented some of these changes,animal in-vivo,positive,,,
29091871,2018,Malondialdehyde,drug,Berberine,food,,,Pre-treatment with BBR for 10days prevented some of these changes,animal in-vivo,positive,,,
29091871,2018,MPO,drug,BBR,food,,,Pre-treatment with BBR for 10days prevented some of these changes,animal in-vivo,positive,,,
29091871,2018,MPO,drug,Berberine,food,,,Pre-treatment with BBR for 10days prevented some of these changes,animal in-vivo,positive,,,
29091871,2018,glutathione peroxidase,drug,BBR,food,,,Pre-treatment with BBR for 10days prevented some of these changes,animal in-vivo,positive,,,
29091871,2018,glutathione peroxidase,drug,Berberine,food,,,Pre-treatment with BBR for 10days prevented some of these changes,animal in-vivo,positive,,,
29091871,2018,SOD,drug,BBR,food,,,Pre-treatment with BBR for 10days prevented some of these changes,animal in-vivo,positive,,,
29091871,2018,SOD,drug,Berberine,food,,,Pre-treatment with BBR for 10days prevented some of these changes,animal in-vivo,positive,,,
29091871,2018,ALT,drug,BBR,food,,,Pre-treatment with BBR for 10days prevented some of these changes,animal in-vivo,positive,,,
29091871,2018,ALT,drug,Berberine,food,,,Pre-treatment with BBR for 10days prevented some of these changes,animal in-vivo,positive,,,
29091871,2018,GPx,drug,BBR,food,,,Pre-treatment with BBR for 10days prevented some of these changes,animal in-vivo,positive,,,
29091871,2018,GPx,drug,Berberine,food,,,Pre-treatment with BBR for 10days prevented some of these changes,animal in-vivo,positive,,,
29091871,2018,CAT,drug,BBR,food,,,Pre-treatment with BBR for 10days prevented some of these changes,animal in-vivo,positive,,,
29091871,2018,CAT,drug,Berberine,food,,,Pre-treatment with BBR for 10days prevented some of these changes,animal in-vivo,positive,,,
29091871,2018,NO,drug,BBR,food,,,Pre-treatment with BBR for 10days prevented some of these changes,animal in-vivo,positive,,,
29091871,2018,NO,drug,Berberine,food,,,Pre-treatment with BBR for 10days prevented some of these changes,animal in-vivo,positive,,,
29091871,2018,AST,drug,BBR,food,,,Pre-treatment with BBR for 10days prevented some of these changes,animal in-vivo,positive,,,
29091871,2018,AST,drug,Berberine,food,,,Pre-treatment with BBR for 10days prevented some of these changes,animal in-vivo,positive,,,
29091871,2018,PC,drug,BBR,food,,,Pre-treatment with BBR for 10days prevented some of these changes,animal in-vivo,positive,,,
29091871,2018,PC,drug,Berberine,food,,,Pre-treatment with BBR for 10days prevented some of these changes,animal in-vivo,positive,,,
29091871,2018,GSH,drug,BBR,food,,,Pre-treatment with BBR for 10days prevented some of these changes,animal in-vivo,positive,,,
29091871,2018,GSH,drug,Berberine,food,,,Pre-treatment with BBR for 10days prevented some of these changes,animal in-vivo,positive,,,
20797388,2010,fexofenadine,drug,,,Apigenin,food_component,"K(i) values of all three flavonoids determined from Dixon plot analyses using BSP as substrate indicated a competitive inhibition with quercetin as the most potent inhibitor of OATP1A2 (22.0μM) and OATP2B1 (8.7μM) followed by kaempferol (OATP1A2: 25.2μM, OATP2B1: 15.1μM) and apigenin (OATP1A2: 32.4μM OATP2B1: 20.8μM)",in-vitro,positive,,organic anion transporting polypeptide; OATP2B1; OATP1A2,
20797388,2010,fexofenadine,drug,,,kaempferol,food_component,"K(i) values of all three flavonoids determined from Dixon plot analyses using BSP as substrate indicated a competitive inhibition with quercetin as the most potent inhibitor of OATP1A2 (22.0μM) and OATP2B1 (8.7μM) followed by kaempferol (OATP1A2: 25.2μM, OATP2B1: 15.1μM) and apigenin (OATP1A2: 32.4μM OATP2B1: 20.8μM)",in-vitro,positive,,organic anion transporting polypeptide; OATP2B1; OATP1A2,
20797388,2010,fexofenadine,drug,,,quercetin,food_component,"K(i) values of all three flavonoids determined from Dixon plot analyses using BSP as substrate indicated a competitive inhibition with quercetin as the most potent inhibitor of OATP1A2 (22.0μM) and OATP2B1 (8.7μM) followed by kaempferol (OATP1A2: 25.2μM, OATP2B1: 15.1μM) and apigenin (OATP1A2: 32.4μM OATP2B1: 20.8μM)",in-vitro,positive,,organic anion transporting polypeptide; OATP2B1; OATP1A2,
20797388,2010,fexofenadine,drug,,,apigenin,food_component,"K(i) values of all three flavonoids determined from Dixon plot analyses using BSP as substrate indicated a competitive inhibition with quercetin as the most potent inhibitor of OATP1A2 (22.0μM) and OATP2B1 (8.7μM) followed by kaempferol (OATP1A2: 25.2μM, OATP2B1: 15.1μM) and apigenin (OATP1A2: 32.4μM OATP2B1: 20.8μM)",in-vitro,positive,,organic anion transporting polypeptide; OATP2B1; OATP1A2,
20797388,2010,atorvastatin,drug,,,Apigenin,food_component,"K(i) values of all three flavonoids determined from Dixon plot analyses using BSP as substrate indicated a competitive inhibition with quercetin as the most potent inhibitor of OATP1A2 (22.0μM) and OATP2B1 (8.7μM) followed by kaempferol (OATP1A2: 25.2μM, OATP2B1: 15.1μM) and apigenin (OATP1A2: 32.4μM OATP2B1: 20.8μM)",in-vitro,positive,,organic anion transporting polypeptide; OATP2B1; OATP1A2,
20797388,2010,atorvastatin,drug,,,kaempferol,food_component,"K(i) values of all three flavonoids determined from Dixon plot analyses using BSP as substrate indicated a competitive inhibition with quercetin as the most potent inhibitor of OATP1A2 (22.0μM) and OATP2B1 (8.7μM) followed by kaempferol (OATP1A2: 25.2μM, OATP2B1: 15.1μM) and apigenin (OATP1A2: 32.4μM OATP2B1: 20.8μM)",in-vitro,positive,,organic anion transporting polypeptide; OATP2B1; OATP1A2,
20797388,2010,atorvastatin,drug,,,quercetin,food_component,"K(i) values of all three flavonoids determined from Dixon plot analyses using BSP as substrate indicated a competitive inhibition with quercetin as the most potent inhibitor of OATP1A2 (22.0μM) and OATP2B1 (8.7μM) followed by kaempferol (OATP1A2: 25.2μM, OATP2B1: 15.1μM) and apigenin (OATP1A2: 32.4μM OATP2B1: 20.8μM)",in-vitro,positive,,organic anion transporting polypeptide; OATP2B1; OATP1A2,
20797388,2010,atorvastatin,drug,,,apigenin,food_component,"K(i) values of all three flavonoids determined from Dixon plot analyses using BSP as substrate indicated a competitive inhibition with quercetin as the most potent inhibitor of OATP1A2 (22.0μM) and OATP2B1 (8.7μM) followed by kaempferol (OATP1A2: 25.2μM, OATP2B1: 15.1μM) and apigenin (OATP1A2: 32.4μM OATP2B1: 20.8μM)",in-vitro,positive,,organic anion transporting polypeptide; OATP2B1; OATP1A2,
16392671,2005,tacrine,drug,brown algae,food,,,It has been suggested that the phlorotannins derived from marine brown algae might prove useful sources in the development of novel hepatoprotective age,in-vitro,positive,,,
14666716,,paclitaxel,drug,Resveratrol,food,,,"Although simultaneous exposure to resveratrol plus paclitaxel did not result in significant synergy, resveratrol (10 microM, 3 days) significantly enhanced the subsequent antiproliferative effect of paclitaxel.",in-vitro,positive,,,caspase
14666716,,paclitaxel,drug,resveratrol,food,,,"Although simultaneous exposure to resveratrol plus paclitaxel did not result in significant synergy, resveratrol (10 microM, 3 days) significantly enhanced the subsequent antiproliferative effect of paclitaxel.",in-vitro,positive,,,caspase
14666716,,paclitaxel,drug,"3,4',5-trihydroxystilbene",food,,,"Although simultaneous exposure to resveratrol plus paclitaxel did not result in significant synergy, resveratrol (10 microM, 3 days) significantly enhanced the subsequent antiproliferative effect of paclitaxel.",in-vitro,positive,,,caspase
26810212,2016,BChE,drug,R. hastatus,food,,,"The result recorded for the anticholinesterase assays demonstrated a marked potential against AChE and BChE with IC50 values of 32.54 and 97.38 μg/ml respectively which were comparable with the positive control i.e., galanthamine (AChE, IC50?=?4.73 μg/ml and BChE, IC50?=?11.09 μg/ml).",in-vitro,positive,,,
26810212,2016,galanthamine,drug,R. hastatus,food,,,"The result recorded for the anticholinesterase assays demonstrated a marked potential against AChE and BChE with IC50 values of 32.54 and 97.38 μg/ml respectively which were comparable with the positive control i.e., galanthamine (AChE, IC50?=?4.73 μg/ml and BChE, IC50?=?11.09 μg/ml).",in-vitro,positive,,,
26810212,2016,acetylcholinesterase,drug,R. hastatus,food,,,"The result recorded for the anticholinesterase assays demonstrated a marked potential against AChE and BChE with IC50 values of 32.54 and 97.38 μg/ml respectively which were comparable with the positive control i.e., galanthamine (AChE, IC50?=?4.73 μg/ml and BChE, IC50?=?11.09 μg/ml).",in-vitro,positive,,,
26810212,2016,butyrylcholinesterase,drug,R. hastatus,food,,,"The result recorded for the anticholinesterase assays demonstrated a marked potential against AChE and BChE with IC50 values of 32.54 and 97.38 μg/ml respectively which were comparable with the positive control i.e., galanthamine (AChE, IC50?=?4.73 μg/ml and BChE, IC50?=?11.09 μg/ml).",in-vitro,positive,,,
26810212,2016,AChE,drug,R. hastatus,food,,,"The result recorded for the anticholinesterase assays demonstrated a marked potential against AChE and BChE with IC50 values of 32.54 and 97.38 μg/ml respectively which were comparable with the positive control i.e., galanthamine (AChE, IC50?=?4.73 μg/ml and BChE, IC50?=?11.09 μg/ml).",in-vitro,positive,,,
19413661,2009,glutathione,drug,Garlic,food,,,"We have demonstrated that methylmercury-induced inhibition was antagonized by garlic alcoholic extract, but sodium selenate did not alter enzyme activity.",animal in-vivo,positive,,,
19413661,2009,glutathione,drug,garlic,food,,,"We have demonstrated that methylmercury-induced inhibition was antagonized by garlic alcoholic extract, but sodium selenate did not alter enzyme activity.",animal in-vivo,positive,,,
19413661,2009,methylmercury,drug,Garlic,food,,,"We have demonstrated that methylmercury-induced inhibition was antagonized by garlic alcoholic extract, but sodium selenate did not alter enzyme activity.",animal in-vivo,positive,,,
19413661,2009,methylmercury,drug,garlic,food,,,"We have demonstrated that methylmercury-induced inhibition was antagonized by garlic alcoholic extract, but sodium selenate did not alter enzyme activity.",animal in-vivo,positive,,,
19413661,2009,Methylmercury,drug,Garlic,food,,,"We have demonstrated that methylmercury-induced inhibition was antagonized by garlic alcoholic extract, but sodium selenate did not alter enzyme activity.",animal in-vivo,positive,,,
19413661,2009,Methylmercury,drug,garlic,food,,,"We have demonstrated that methylmercury-induced inhibition was antagonized by garlic alcoholic extract, but sodium selenate did not alter enzyme activity.",animal in-vivo,positive,,,
19413661,2009,sodium selenate,drug,Garlic,food,,,"We have demonstrated that methylmercury-induced inhibition was antagonized by garlic alcoholic extract, but sodium selenate did not alter enzyme activity.",animal in-vivo,positive,,,
19413661,2009,sodium selenate,drug,garlic,food,,,"We have demonstrated that methylmercury-induced inhibition was antagonized by garlic alcoholic extract, but sodium selenate did not alter enzyme activity.",animal in-vivo,positive,,,
16204939,2005,calcium,drug,SWH,food,,,"The upregulation of serum alkaline phosphatase, serum osteocalcin as well as urinary deoxypyridinoline levels by OVX was suppressed by treatment with SWH extracts in rats (p&lt;0.05, vs. OVX control group).",in-vitro,positive,,,osteoprotegrin; RANKL; serum alkaline phosphatase; receptor activator of NF-kappaB ligand; serum osteocalcin; OPG
16204939,2005,calcium,drug,Sambucus williamsii HANCE,food,,,"The upregulation of serum alkaline phosphatase, serum osteocalcin as well as urinary deoxypyridinoline levels by OVX was suppressed by treatment with SWH extracts in rats (p&lt;0.05, vs. OVX control group).",in-vitro,positive,,,osteoprotegrin; RANKL; serum alkaline phosphatase; receptor activator of NF-kappaB ligand; serum osteocalcin; OPG
9537613,1998,iron glycine,drug,phytate,food,,,"Both iron compounds had lower bioavailability from the high-phytate food, 5.2+/-0.5% for iron glycine and 3.8+/-0.9% for ferrous sulfate, than the lower-phytate food, 9.8+/-1.5% for iron glycine and 9.1+/-1.3% for ferrous sulfate.",RCTs,positive,,,
9537613,1998,iron glycine,drug,vegetable food,food,,,"Both iron compounds had lower bioavailability from the high-phytate food, 5.2+/-0.5% for iron glycine and 3.8+/-0.9% for ferrous sulfate, than the lower-phytate food, 9.8+/-1.5% for iron glycine and 9.1+/-1.3% for ferrous sulfate.",RCTs,positive,,,
9537613,1998,iron glycine,drug,whole-grain cereal,food,,,"Both iron compounds had lower bioavailability from the high-phytate food, 5.2+/-0.5% for iron glycine and 3.8+/-0.9% for ferrous sulfate, than the lower-phytate food, 9.8+/-1.5% for iron glycine and 9.1+/-1.3% for ferrous sulfate.",RCTs,positive,,,
9537613,1998,iron glycine,drug,vegetable infant weaning food,food,,,"Both iron compounds had lower bioavailability from the high-phytate food, 5.2+/-0.5% for iron glycine and 3.8+/-0.9% for ferrous sulfate, than the lower-phytate food, 9.8+/-1.5% for iron glycine and 9.1+/-1.3% for ferrous sulfate.",RCTs,positive,,,
9537613,1998,iron glycine,drug,infant weaning foods,food,,,"Both iron compounds had lower bioavailability from the high-phytate food, 5.2+/-0.5% for iron glycine and 3.8+/-0.9% for ferrous sulfate, than the lower-phytate food, 9.8+/-1.5% for iron glycine and 9.1+/-1.3% for ferrous sulfate.",RCTs,positive,,,
9537613,1998,ferrous sulfate,drug,phytate,food,,,"Both iron compounds had lower bioavailability from the high-phytate food, 5.2+/-0.5% for iron glycine and 3.8+/-0.9% for ferrous sulfate, than the lower-phytate food, 9.8+/-1.5% for iron glycine and 9.1+/-1.3% for ferrous sulfate.",RCTs,positive,,,
9537613,1998,ferrous sulfate,drug,vegetable food,food,,,"Both iron compounds had lower bioavailability from the high-phytate food, 5.2+/-0.5% for iron glycine and 3.8+/-0.9% for ferrous sulfate, than the lower-phytate food, 9.8+/-1.5% for iron glycine and 9.1+/-1.3% for ferrous sulfate.",RCTs,positive,,,
9537613,1998,ferrous sulfate,drug,whole-grain cereal,food,,,"Both iron compounds had lower bioavailability from the high-phytate food, 5.2+/-0.5% for iron glycine and 3.8+/-0.9% for ferrous sulfate, than the lower-phytate food, 9.8+/-1.5% for iron glycine and 9.1+/-1.3% for ferrous sulfate.",RCTs,positive,,,
9537613,1998,ferrous sulfate,drug,vegetable infant weaning food,food,,,"Both iron compounds had lower bioavailability from the high-phytate food, 5.2+/-0.5% for iron glycine and 3.8+/-0.9% for ferrous sulfate, than the lower-phytate food, 9.8+/-1.5% for iron glycine and 9.1+/-1.3% for ferrous sulfate.",RCTs,positive,,,
9537613,1998,ferrous sulfate,drug,infant weaning foods,food,,,"Both iron compounds had lower bioavailability from the high-phytate food, 5.2+/-0.5% for iron glycine and 3.8+/-0.9% for ferrous sulfate, than the lower-phytate food, 9.8+/-1.5% for iron glycine and 9.1+/-1.3% for ferrous sulfate.",RCTs,positive,,,
15832823,2005,scopolamine,drug,,,ginsenosides,food_component,"Among the three ginsenosides tested in this study, Rg5/Rk1 enhanced the memory function of mice most effectively in both the ethanoland scopolamine-induced amnesia models",animal in-vivo,positive,,,
15832823,2005,scopolamine,drug,,,Rg5/Rk1,food_component,"Among the three ginsenosides tested in this study, Rg5/Rk1 enhanced the memory function of mice most effectively in both the ethanoland scopolamine-induced amnesia models",animal in-vivo,positive,,,
31363990,2020,glucose,drug,zinc,food,,,"The results showed zinc sulfate administration (0.25?mg/kg/d) decreased blood glucose, increased the BMD, decreased serum ALP, and RANKL, increased serum OPG and RUNX 2 levels, as well as OPG/RANKL ratio of T1DM rats.",animal in-vivo,positive,,,ALP; OPG; RANKL
31363990,2020,glucose,drug,Zinc,food,,,"The results showed zinc sulfate administration (0.25?mg/kg/d) decreased blood glucose, increased the BMD, decreased serum ALP, and RANKL, increased serum OPG and RUNX 2 levels, as well as OPG/RANKL ratio of T1DM rats.",animal in-vivo,positive,,,ALP; OPG; RANKL
31363990,2020,streptozotocin,drug,zinc,food,,,"The results showed zinc sulfate administration (0.25?mg/kg/d) decreased blood glucose, increased the BMD, decreased serum ALP, and RANKL, increased serum OPG and RUNX 2 levels, as well as OPG/RANKL ratio of T1DM rats.",animal in-vivo,positive,,,ALP; OPG; RANKL
31363990,2020,streptozotocin,drug,Zinc,food,,,"The results showed zinc sulfate administration (0.25?mg/kg/d) decreased blood glucose, increased the BMD, decreased serum ALP, and RANKL, increased serum OPG and RUNX 2 levels, as well as OPG/RANKL ratio of T1DM rats.",animal in-vivo,positive,,,ALP; OPG; RANKL
16462029,2006,acetylcholine,drug,Ginkgo biloba extract,food,,,"The GBE-containing diet did not affect the negative and positive actions of isolated atria that were produced by acetylcholine and isoproterenol, respectively.",animal in-vivo,positive,,,
16462029,2006,acetylcholine,drug,GBE,food,,,"The GBE-containing diet did not affect the negative and positive actions of isolated atria that were produced by acetylcholine and isoproterenol, respectively.",animal in-vivo,positive,,,
16462029,2006,isoproterenol,drug,Ginkgo biloba extract,food,,,"The GBE-containing diet did not affect the negative and positive actions of isolated atria that were produced by acetylcholine and isoproterenol, respectively.",animal in-vivo,positive,,,
16462029,2006,isoproterenol,drug,GBE,food,,,"The GBE-containing diet did not affect the negative and positive actions of isolated atria that were produced by acetylcholine and isoproterenol, respectively.",animal in-vivo,positive,,,
16462029,2006,Sodium nitroprusside,drug,Ginkgo biloba extract,food,,,"The GBE-containing diet did not affect the negative and positive actions of isolated atria that were produced by acetylcholine and isoproterenol, respectively.",animal in-vivo,positive,,,
16462029,2006,Sodium nitroprusside,drug,GBE,food,,,"The GBE-containing diet did not affect the negative and positive actions of isolated atria that were produced by acetylcholine and isoproterenol, respectively.",animal in-vivo,positive,,,
16462029,2006,salt,drug,Ginkgo biloba extract,food,,,"The GBE-containing diet did not affect the negative and positive actions of isolated atria that were produced by acetylcholine and isoproterenol, respectively.",animal in-vivo,positive,,,
16462029,2006,salt,drug,GBE,food,,,"The GBE-containing diet did not affect the negative and positive actions of isolated atria that were produced by acetylcholine and isoproterenol, respectively.",animal in-vivo,positive,,,
7212888,1981,warfarin,drug,fortified wine,food,,,No significant difference occurred in the one-stage prothrombin activity or the plasma levels of warfarin in any subject.,RCTs,positive,,,prothrombin
10088878,1999,anticoagulants,drug,Ginkgo,food,,,"Ginkgo biloba extract, advertised as improving cognitive functioning, has been reported to cause spontaneous bleeding, and it may interact with anticoagulants and antiplatelet agents.",others,positive,monoamine oxidase,,
10088878,1999,anticoagulants,drug,St. John's wort,food,,,"Ginkgo biloba extract, advertised as improving cognitive functioning, has been reported to cause spontaneous bleeding, and it may interact with anticoagulants and antiplatelet agents.",others,positive,monoamine oxidase,,
